,,,,,,,,,
,,,,,,,,,
日期,開盤,最高,最低,收盤,漲跌,漲%,成交量,成交金額,本益比
2003/11/13,137.5,140,135,138.5,1,0.0073,2275,311395,16.07
2003/11/14,138,138.5,136,138,-0.5,-0.0036,2161,296964,16.01
2003/11/17,135.5,136.5,134,134,-4,-0.029,692,93509,15.55
2003/11/18,134,139.5,134,138,4,0.0299,1538,211329,16.01
2003/11/19,136,140,135.5,140,2,0.0145,830,113940,16.24
2003/11/20,141,143,135.5,140,0,0,2436,338610,16.24
2003/11/21,138,138,133,133.5,-6.5,-0.0464,1766,238319,15.49
2003/11/24,133,133,126,127,-6.5,-0.0487,1251,161673,14.73
2003/11/25,129,131.5,128,128.5,1.5,0.0118,1048,136040,14.91
2003/11/26,128,130,125.5,130,1.5,0.0117,1372,175728,16.17
2003/11/27,130,130,127,129,-1,-0.0077,1142,146807,16.04
2003/11/28,129,130.5,127.5,128,-1,-0.0078,639,82350,15.92
2003/12/01,128,128.5,126,127.5,-0.5,-0.0039,575,73189,15.86
2003/12/02,127.5,131.5,127.5,130.5,3,0.0235,896,116440,16.23
2003/12/03,130,133,129,131.5,1,0.0077,1094,144232,16.36
2003/12/04,132,137.5,132,135.5,4,0.0304,3909,531576,16.85
2003/12/05,137,137,134,136,0.5,0.0037,1092,147792,16.92
2003/12/08,126.5,133.5,126.5,133.5,-2.5,-0.0184,1212,157522,16.6
2003/12/09,133,133,128.5,129.5,-4,-0.03,1199,155631,16.11
2003/12/10,129,129,126,128,-1.5,-0.0116,1396,177402,15.92
2003/12/11,128,130.5,128,129,1,0.0078,1283,165516,16.04
2003/12/12,130,131,128.5,129,0,0,537,69596,16.04
2003/12/15,129,130,126.5,126.5,-2.5,-0.0194,633,80665,15.73
2003/12/16,126.5,126.5,120,121.5,-5,-0.0395,1150,141314,15.11
2003/12/17,124,125.5,121.5,121.5,0,0,983,121050,15.11
2003/12/18,122.5,125,121,121,-0.5,-0.0041,1198,147406,15.05
2003/12/19,123,123,119,119.5,-1.5,-0.0124,844,102081,14.86
2003/12/22,119.5,121.5,119,120,0.5,0.0042,417,50243,14.93
2003/12/23,121,123,120,123,3,0.025,446,54498,15.3
2003/12/24,123.5,124.5,123.5,123.5,0.5,0.0041,413,51156,15.36
2003/12/25,123.5,124,122.5,123.5,0,0,247,30513,15.36
2003/12/26,124.5,124.5,123,123.5,0,0,136,16795,15.36
2003/12/29,123.5,125,123,123.5,0,0,99,12231,15.36
2003/12/30,124,125,123.5,124.5,1,0.0081,328,40792,15.49
2003/12/31,125.5,125.5,123.5,124.5,0,0,133,16590,15.49
2004/01/02,124.5,125.5,124,124,-0.5,-0.004,303,37794,15.42
2004/01/05,124.5,125,120.5,120.5,-3.5,-0.0282,718,87175,14.99
2004/01/06,123,123,120.5,120.5,0,0,621,75437,14.99
2004/01/07,122,123.5,122,122.5,2,0.0166,945,115944,15.24
2004/01/08,123,126.5,123,123,0.5,0.0041,1470,183578,15.3
2004/01/09,126.5,131.5,126.5,131.5,8.5,0.0691,2817,368388,16.36
2004/01/12,134,134,131,133,1.5,0.0114,2161,287296,16.54
2004/01/13,134,135.5,131,133,0,0,1037,138196,16.54
2004/01/14,134,137.5,133.5,136.5,3.5,0.0263,2699,366408,16.98
2004/01/15,137.5,138.5,133,136,-0.5,-0.0037,1185,162085,16.92
2004/01/16,136,136.5,133.5,135,-1,-0.0074,518,69927,16.79
2004/01/27,136,138.5,134.5,136.5,1.5,0.0111,2228,304409,16.98
2004/01/28,137,140.5,136,139.5,3,0.022,2679,372531,17.35
2004/01/29,139,139,137,137.5,-2,-0.0143,901,124244,17.1
2004/01/30,137,141,137,140,2.5,0.0182,1225,170997,17.41
2004/02/02,141,141.5,135.5,135.5,-4.5,-0.0321,1623,223859,16.85
2004/02/03,133,135,131,132.5,-3,-0.0221,853,112704,16.48
2004/02/04,132.5,134.5,132.5,133,0.5,0.0038,660,87981,16.54
2004/02/05,133.5,134,132.5,133,0,0,585,77996,16.54
2004/02/06,133,134,132.5,132.5,-0.5,-0.0038,569,75758,16.48
2004/02/09,134,134.5,133,133.5,1,0.0075,285,38042,16.6
2004/02/10,134,134,132.5,134,0.5,0.0037,380,50680,16.67
2004/02/11,134.5,136.5,133.5,135,1,0.0075,627,84929,16.79
2004/02/12,136,138,136,136,1,0.0074,957,131085,16.92
2004/02/13,138,139.5,136.5,138,2,0.0147,422,58268,17.16
2004/02/16,138,138,135,136,-2,-0.0145,452,61565,16.92
2004/02/17,136,136.5,134,134,-2,-0.0147,728,98212,16.67
2004/02/18,134.5,136.5,134.5,136,2,0.0149,516,70118,16.92
2004/02/19,137,138.5,137,138,2,0.0147,1625,223943,17.16
2004/02/20,138,138,135.5,136,-2,-0.0145,248,33861,16.92
2004/02/23,136,138,135,136,0,0,427,58326,16.92
2004/02/24,136,136,134,134,-2,-0.0147,252,33922,16.67
2004/02/25,133,137.5,133,136,2,0.0149,739,100315,16.92
2004/02/26,138,138,136,137,1,0.0074,484,66299,17.04
2004/02/27,137.5,138,135.5,136,-1,-0.0073,388,53074,16.92
2004/03/01,136,137.5,134,134,-2,-0.0147,569,77559,16.67
2004/03/02,137,137,135.5,136.5,2.5,0.0187,383,52292,16.98
2004/03/03,134,137,134,134.5,-2,-0.0147,225,30521,16.73
2004/03/04,133,137,133,136.5,2,0.0149,427,58141,16.98
2004/03/05,136.5,138,135,138,1.5,0.011,814,111663,17.16
2004/03/08,138.5,141,138,140,2,0.0145,1416,198009,17.41
2004/03/09,138,140.5,138,139.5,-0.5,-0.0036,481,66966,17.46
2004/03/10,138.5,140.5,138,140,0.5,0.0036,934,130349,17.52
2004/03/11,141,141,137,137,-3,-0.0214,164,22765,17.15
2004/03/12,136,136.5,134,134.5,-2.5,-0.0182,493,66639,16.83
2004/03/15,134.5,135,130,130,-4.5,-0.0335,695,92217,16.27
2004/03/16,129,130,126,128,-2,-0.0154,763,97594,16.02
2004/03/17,129,129,126.5,127,-1,-0.0078,761,96998,15.89
2004/03/18,126,133,124,132,5,0.0394,792,101171,16.52
2004/03/19,132,134,131,131,-1,-0.0076,245,32355,16.4
2004/03/22,122,122,122,122,-9,-0.0687,659,80375,15.27
2004/03/23,114.5,127,114.5,127,5,0.041,1040,127313,15.89
2004/03/24,127,129,125,127,0,0,450,57031,15.89
2004/03/25,127,129,127,128,1,0.0079,355,45524,16.02
2004/03/26,128.5,129,125.5,126.5,-1.5,-0.0117,1098,138987,15.83
2004/03/29,129.5,132,129.5,130,3.5,0.0277,1146,149153,16.27
2004/03/30,130,134.5,130,133,3,0.0231,1018,133720,16.65
2004/03/31,133.5,134.5,131.5,133.5,0.5,0.0038,1942,257830,16.71
2004/04/01,134,134,132,132.5,-1,-0.0075,178,23536,16.58
2004/04/02,133,136.5,132.5,134,1.5,0.0113,469,62974,16.77
2004/04/05,137,138.5,135,136,2,0.0149,420,57382,17.02
2004/04/06,136,138,136,137,1,0.0074,292,39987,17.15
2004/04/07,138,142.5,137,140.5,3.5,0.0255,1764,247673,17.58
2004/04/08,141.5,150,141.5,148.5,8,0.0569,3029,443253,18.59
2004/04/09,142,150,142,146.5,-2,-0.0135,916,134749,18.34
2004/04/12,148.5,152,146,147.5,1,0.0068,908,135485,18.46
2004/04/13,149.5,152,148,150,2.5,0.0169,1006,150330,18.77
2004/04/14,149.5,153,148.5,151,1,0.0067,1116,168429,18.9
2004/04/15,153,153,145,151,0,0,867,129664,18.9
2004/04/16,148.5,151,148,148,-3,-0.0199,405,60387,18.52
2004/04/19,148,148.5,145,146,-2,-0.0135,409,59944,18.27
2004/04/20,147.5,152,147.5,152,6,0.0411,1007,151384,19.02
2004/04/21,155,156,152,154,2,0.0132,815,125749,19.27
2004/04/22,154,154,149,151,-3,-0.0195,656,99214,18.9
2004/04/23,152,152,146,151,0,0,459,68999,18.9
2004/04/26,151,154,151,153,2,0.0132,630,96451,19.15
2004/04/27,153,153,148,148.5,-4.5,-0.0294,190,28536,18.59
2004/04/28,151,154,150,152,3.5,0.0236,488,74084,19.02
2004/04/29,151,153,146,147,-5,-0.0329,463,68983,18.4
2004/04/30,144,144,137,144,-3,-0.0204,1231,171748,18.02
2004/05/03,142,144,137,143.5,-0.5,-0.0035,986,140064,17.96
2004/05/04,142,149,140.5,147,3.5,0.0244,749,108464,15.47
2004/05/05,147.5,152,141,142.5,-4.5,-0.0306,1132,165478,15
2004/05/06,144,146,142,143.5,1,0.007,353,50758,15.11
2004/05/07,145.5,146,143.5,145,1.5,0.0105,301,43576,15.26
2004/05/10,145,145,140,140,-5,-0.0345,317,44763,14.74
2004/05/11,141.5,145,140.5,142,2,0.0143,449,63925,14.95
2004/05/12,143,147,142.5,145,3,0.0211,412,59709,15.26
2004/05/13,144,144,141.5,141.5,-3.5,-0.0241,152,21635,14.89
2004/05/14,143,143,141,141,-0.5,-0.0035,332,47155,14.84
2004/05/17,139,141,132,137,-4,-0.0284,567,76918,14.42
2004/05/18,137,141.5,136.5,139.5,2.5,0.0182,505,70304,14.68
2004/05/19,141,144,141,143,3.5,0.0251,421,60156,15.05
2004/05/20,143,143.5,140.5,140.5,-2.5,-0.0175,398,56456,14.79
2004/05/21,141.5,142.5,139,140,-0.5,-0.0036,369,51979,14.74
2004/05/24,140,141,138.5,139.5,-0.5,-0.0036,48,6705,14.68
2004/05/25,140,143.5,140,140,0.5,0.0036,195,27533,14.74
2004/05/26,141,143,139.5,139.5,-0.5,-0.0036,336,47509,14.68
2004/05/27,141.5,142,140,142,2.5,0.0179,62,8751,14.95
2004/05/28,143,145,141.5,144,2,0.0141,247,35606,15.16
2004/05/31,145.5,149.5,144,147.5,3.5,0.0243,734,107160,15.53
2004/06/01,148.5,153,148.5,151,3.5,0.0237,1096,165520,15.89
2004/06/02,151,152,149,152,1,0.0066,606,91182,16
2004/06/03,152,152,147.5,149,-3,-0.0197,487,73438,15.68
2004/06/04,148.5,151,147.5,150,1,0.0067,773,115489,15.79
2004/06/07,150,152,149.5,151,1,0.0067,312,46831,15.89
2004/06/08,152,154,150,154,3,0.0199,446,68008,16.21
2004/06/09,155,157,154,157,3,0.0195,1239,192970,16.53
2004/06/10,157,161,156,157,0,0,1013,159478,16.53
2004/06/11,157,157,152,155,-2,-0.0127,541,83859,16.32
2004/06/14,156,156,148.5,149,-6,-0.0387,394,59634,15.68
2004/06/15,148,148,139,139.5,-9.5,-0.0638,672,94661,14.68
2004/06/16,143.5,143.5,139,139.5,0,0,297,41703,14.68
2004/06/17,140,142,139,140,0.5,0.0036,375,52530,14.74
2004/06/18,140,141,138.5,139.5,-0.5,-0.0036,334,46727,14.68
2004/06/21,140,142,136,136,-3.5,-0.0251,251,34745,14.32
2004/06/23,138,145.5,136.5,136.5,0.5,0.0037,484,67768,14.37
2004/06/24,137,139,137,139,2.5,0.0183,514,70954,14.63
2004/06/25,139,140.5,137.5,140.5,1.5,0.0108,196,27234,14.79
2004/06/28,141.5,141.5,138,139,-1.5,-0.0107,167,23231,14.63
2004/06/29,137,140.5,137,140,1,0.0072,288,40176,14.74
2004/06/30,140,147,136,147,7,0.05,821,114352,15.47
2004/07/01,142,143,138.5,139,-8,-0.0544,394,55132,14.63
2004/07/02,136,137,133,134.5,-4.5,-0.0324,947,127868,14.16
2004/07/05,133.5,133.5,125.5,127,-7.5,-0.0558,1383,175525,13.37
2004/07/06,127,129.5,126,128,1,0.0079,188,24074,13.47
2004/07/07,126.5,132,126,130,2,0.0156,169,21773,13.68
2004/07/08,132,133.5,131,132,2,0.0154,299,39532,13.89
2004/07/09,133.5,133.5,131.5,132.5,0.5,0.0038,111,14694,13.95
2004/07/12,133.5,136,133.5,136,3.5,0.0264,299,40293,14.32
2004/07/13,137,138.5,135,136.5,0.5,0.0037,263,36020,14.37
2004/07/14,136.5,137,135,136,-0.5,-0.0037,236,32157,14.32
2004/07/15,134.5,137,133,133,-3,-0.0221,258,34557,14
2004/07/16,131.5,137.5,131.5,134.5,1.5,0.0113,361,48909,14.16
2004/07/19,134.5,138,134.5,137,2.5,0.0186,466,63608,14.42
2004/07/20,134,137,132.5,132.5,-4.5,-0.0328,637,85342,13.95
2004/07/21,133.5,136,133.5,134,1.5,0.0113,282,37754,14.11
2004/07/22,125,130,125,130,-4,-0.0299,2247,283066,13.68
2004/07/23,130,133.5,129,129,-1,-0.0077,2079,270476,13.58
2004/07/26,129,129,126.5,128,-1,-0.0078,218,27854,13.47
2004/07/27,127,127,125,127,-1,-0.0078,428,53972,13.37
2004/07/28,128,128,122.5,125.5,-1.5,-0.0118,1074,134025,13.21
2004/07/29,125,125,123,123,-2.5,-0.0199,164,20321,12.95
2004/07/30,124,125,119,120,-3,-0.0244,375,45583,12.63
2004/08/02,120,120,114,114.5,-5.5,-0.0458,637,73410,12.05
2004/08/03,114.5,119,114,118,3.5,0.0306,1051,124075,12.42
2004/08/04,118,118.5,115.5,118,0,0,736,86297,12.42
2004/08/05,121,124.5,118.5,123.5,5.5,0.0466,549,66771,13
2004/08/06,120.5,123,120,122,-1.5,-0.0121,386,47142,12.84
2004/08/09,120,121.5,119,121,-1,-0.0082,154,18550,12.74
2004/08/10,119.5,122,118,120,-1,-0.0083,194,23411,12.63
2004/08/11,121.5,124.5,121,123,3,0.025,2234,272589,12.95
2004/08/12,101,102.5,100.5,101,-22,-0.1789,652,66146,10.63
2004/08/13,101,104.5,101,104,3,0.0297,712,73835,13.58
2004/08/16,107,110,105,108,4,0.0385,534,57807,14.1
2004/08/17,108.5,109,106,108,0,0,817,87855,14.1
2004/08/18,108,114,108,111.5,3.5,0.0324,687,76814,14.56
2004/08/19,115,119,114.5,117,5.5,0.0493,2035,239585,15.27
2004/08/20,118.5,120,116,116,-1,-0.0085,1657,196027,15.14
2004/08/23,120,120,117,117,1,0.0086,1019,120801,15.27
2004/08/26,119,122,119,120,3,0.0256,1207,145012,15.67
2004/08/27,121,121.5,116,116.5,-3.5,-0.0292,882,104441,15.21
2004/08/30,116.5,118.5,116,116,-0.5,-0.0043,267,31355,15.14
2004/08/31,116.5,119,114,115,-1,-0.0086,477,55460,15.01
2004/09/01,116,118.5,115,118.5,3.5,0.0304,656,76753,15.47
2004/09/02,119,119.5,116.5,117,-1.5,-0.0127,332,38985,15.27
2004/09/03,117,117.5,114,114,-3,-0.0256,331,38219,14.88
2004/09/06,112,115,112,113,-1,-0.0088,256,29121,14.75
2004/09/07,115,117.5,113.5,117,4,0.0354,567,65788,11.47
2004/09/08,117,120,115,120,3,0.0256,932,110074,11.76
2004/09/09,119.5,119.5,117,118.5,-1.5,-0.0125,226,26750,11.62
2004/09/10,119,121,118.5,119.5,1,0.0084,780,93408,11.72
2004/09/13,120,127,120,123,3.5,0.0293,2778,344731,12.06
2004/09/14,123,124,120,120,-3,-0.0244,753,92471,11.76
2004/09/15,120,122.5,120,120,0,0,479,58210,11.76
2004/09/16,123.5,127,123,123,3,0.025,951,117999,12.06
2004/09/17,125,128.5,124,126,3,0.0244,2240,283241,12.35
2004/09/20,129,129,123,123,-3,-0.0238,730,92097,12.06
2004/09/21,125,127,123,125.5,2.5,0.0203,1293,162075,12.3
2004/09/22,127,131.5,127,130,4.5,0.0359,3032,393701,12.75
2004/09/23,130,133,130,132,2,0.0154,1205,158774,12.94
2004/09/24,132,133,128,130,-2,-0.0152,974,126432,12.75
2004/09/27,128,129.5,127,128,-2,-0.0154,262,33578,12.55
2004/09/29,128,130,126.5,127.5,-0.5,-0.0039,632,80735,12.5
2004/09/30,127.5,129.5,125.5,129.5,2,0.0157,1112,141394,12.7
2004/10/01,128,131,128,131,1.5,0.0116,873,113447,12.84
2004/10/04,131,136.5,131,136.5,5.5,0.042,1803,240634,13.38
2004/10/05,134.5,137,134,136,-0.5,-0.0037,982,133294,13.33
2004/10/06,136,141,134,139,3,0.0221,1415,195900,13.63
2004/10/07,138,139,134,138,-1,-0.0072,1256,169985,13.53
2004/10/08,134.5,136.5,130,131,-7,-0.0507,887,118308,12.84
2004/10/11,131,134,128,128,-3,-0.0229,1153,151706,12.55
2004/10/12,128,131,127,128,0,0,1579,203183,12.55
2004/10/13,129,131,129,129.5,1.5,0.0117,1560,202562,12.7
2004/10/14,129.5,132,127,130,0.5,0.0039,1453,188782,12.75
2004/10/15,129,132,128.5,129,-1,-0.0077,692,89837,12.65
2004/10/18,130,131.5,129,131,2,0.0155,484,63041,12.84
2004/10/19,132,134,130.5,133,2,0.0153,1186,156951,13.04
2004/10/20,131,136,131,134.5,1.5,0.0113,1474,198107,13.19
2004/10/21,133.5,134.5,132,133,-1.5,-0.0112,765,101820,13.04
2004/10/22,133,135,131.5,133,0,0,1479,196487,13.04
2004/10/26,133,133,130.5,131.5,-1.5,-0.0113,498,65479,12.89
2004/10/27,131,133,130.5,131.5,0,0,326,42870,12.89
2004/10/28,133,140,133,137,5.5,0.0418,3124,428999,13.43
2004/10/29,137,139,136,139,2,0.0146,1172,161739,13.63
2004/11/01,140,145,140,145,6,0.0432,3261,465827,14.22
2004/11/02,147,147.5,144.5,146,1,0.0069,1648,241136,12.03
2004/11/03,148,153,147,148.5,2.5,0.0171,3461,519622,12.23
2004/11/04,149.5,149.5,145.5,146,-2.5,-0.0168,2104,309949,12.03
2004/11/05,147,148,142.5,146.5,0.5,0.0034,1202,174871,12.07
2004/11/08,147,150,145,148.5,2,0.0137,1001,148388,12.23
2004/11/09,149,151,147,151,2.5,0.0168,1583,236263,12.44
2004/11/10,152,155,150,151,0,0,1555,237294,12.44
2004/11/11,153,154,147.5,148,-3,-0.0199,1281,191336,12.19
2004/11/12,148,148,143,144,-4,-0.027,3061,443395,11.86
2004/11/15,145,146,143.5,144,0,0,1002,144621,11.86
2004/11/16,145,146,142,143.5,-0.5,-0.0035,925,133064,11.82
2004/11/17,145,145,140.5,142,-1.5,-0.0105,3079,438921,11.7
2004/11/18,142,145.5,142,145,3,0.0211,2588,372413,11.94
2004/11/19,144,146.5,142.5,143.5,-1.5,-0.0103,2700,390126,11.82
2004/11/22,143,143.5,139.5,140,-3.5,-0.0244,1736,245308,11.53
2004/11/23,141,144,139.5,144,4,0.0286,1270,179225,11.86
2004/11/24,144,144,141.5,142,-2,-0.0139,1093,155837,11.7
2004/11/25,142,143.5,141,143.5,1.5,0.0106,1059,150633,11.82
2004/11/26,143.5,143.5,138.5,138.5,-5,-0.0348,1188,166582,11.41
2004/11/29,138.5,138.5,131,132,-6.5,-0.0469,2117,284370,10.87
2004/11/30,132,132,128,130,-2,-0.0152,3572,463137,10.71
2004/12/01,130,133,130,132,2,0.0154,1866,246468,10.87
2004/12/02,135,140.5,134,139.5,7.5,0.0568,3053,422246,11.49
2004/12/03,140,142.5,139,142,2.5,0.0179,1989,278991,11.7
2004/12/06,141,144.5,140,142.5,0.5,0.0035,1005,142983,11.74
2004/12/07,142.5,144.5,141,141.5,-1,-0.007,962,137453,11.66
2004/12/08,141.5,148,141,147,5.5,0.0389,4111,596783,12.11
2004/12/09,147,150,147,148,1,0.0068,1937,287584,12.19
2004/12/10,148,149,145,147,-1,-0.0068,671,98470,12.11
2004/12/13,149,149.5,141.5,143,-4,-0.0272,2358,343274,11.78
2004/12/14,144,144,139,140,-3,-0.021,1593,224174,11.53
2004/12/15,142,149.5,141,148.5,8.5,0.0607,2972,437136,12.23
2004/12/16,149.5,152,148.5,150,1.5,0.0101,2808,421188,12.36
2004/12/17,151,153,149,152,2,0.0133,1390,209749,12.52
2004/12/20,150,157,148,152,0,0,3111,477386,12.52
2004/12/21,154,154,149,149,-3,-0.0197,1155,173765,12.27
2004/12/22,151,152,147,147.5,-1.5,-0.0101,995,148142,12.15
2004/12/23,148,150,147.5,148,0.5,0.0034,681,101038,12.19
2004/12/24,148,149.5,147,148.5,0.5,0.0034,647,96189,12.23
2004/12/27,150,151,148.5,149,0.5,0.0034,389,58120,12.27
2004/12/28,150,150,148,148,-1,-0.0067,199,29628,12.19
2004/12/29,150,152,149.5,149.5,1.5,0.0101,887,133309,12.31
2004/12/30,149.5,153,149.5,153,3.5,0.0234,1576,239430,12.6
2004/12/31,154,154,150,153,0,0,855,130074,12.6
2005/01/03,153,154,151,151,-2,-0.0131,594,90413,12.44
2005/01/04,150,150,145,146.5,-4.5,-0.0298,892,131541,12.07
2005/01/05,144.5,146,141,143,-3.5,-0.0239,836,119990,11.78
2005/01/06,142,147.5,142,147,4,0.028,1210,176739,12.11
2005/01/07,149,149,144,146.5,-0.5,-0.0034,650,95182,12.07
2005/01/10,148.5,148.5,145.5,148,1.5,0.0102,667,98246,12.19
2005/01/11,148,148,146,146,-2,-0.0135,850,125161,12.03
2005/01/12,145,147.5,144,144,-2,-0.0137,410,59840,11.86
2005/01/13,145,146,143.5,145,1,0.0069,713,102997,11.94
2005/01/14,145,152,145,151,6,0.0414,2265,338538,12.44
2005/01/17,153,154,151,152,1,0.0066,1065,162632,12.52
2005/01/18,154,154,152,153,1,0.0066,828,126682,12.6
2005/01/19,154,155,150,153,0,0,1330,203159,12.6
2005/01/20,151,154,151,153,0,0,1017,155584,12.6
2005/01/21,151,153,148,149,-4,-0.0261,583,87676,12.27
2005/01/24,151,153,151,151,2,0.0134,1752,265683,12.44
2005/01/25,151,152,148.5,150,-1,-0.0066,746,111506,12.36
2005/01/26,150,151,149,150,0,0,1083,162802,12.36
2005/01/27,151,155,150,155,5,0.0333,2139,329025,12.77
2005/01/28,154,158,153,155,0,0,3007,469820,12.77
2005/01/31,156,165,156,161,6,0.0387,4755,766129,13.26
2005/02/01,162,166,160,163,2,0.0124,3838,627176,13.43
2005/02/02,163,166,159,160,-3,-0.0184,4870,790827,13.18
2005/02/03,160,163,159,161,1,0.0063,2034,328117,13.26
2005/02/14,166,172,165,172,11,0.0683,2511,424293,14.17
2005/02/15,175,182,174,175,3,0.0174,4270,756737,14.42
2005/02/16,176,182,174,178,3,0.0171,3609,642042,14.66
2005/02/17,176,181,173,174,-4,-0.0225,2066,367423,14.33
2005/02/18,174,186,174,183,9,0.0517,5105,933456,15.07
2005/02/21,185,188,178,179,-4,-0.0219,4595,837983,14.74
2005/02/22,180,183,177,179,0,0,1954,351777,14.74
2005/02/23,178,191,177,188,9,0.0503,5999,1122121,15.49
2005/02/24,189,200,186,191,3,0.016,5232,1015943,15.73
2005/02/25,192,197,185,186,-5,-0.0262,3189,607576,15.32
2005/03/01,186,189,182,184,-2,-0.0108,2066,383451,15.16
2005/03/02,185,191,184,184,0,0,3800,714708,15.44
2005/03/03,186,196,185.5,193.5,9.5,0.0516,5613,1077319,16.23
2005/03/04,193.5,199.5,192,194,0.5,0.0026,3275,641349,16.28
2005/03/07,195,197,192.5,193.5,-0.5,-0.0026,1536,298939,16.23
2005/03/08,194,205,194,201,7.5,0.0388,5447,1093496,16.86
2005/03/09,202,207.5,200,204,3,0.0149,3871,791793,17.11
2005/03/10,204,206.5,201,201,-3,-0.0147,2434,494910,16.86
2005/03/11,209,215,209,215,14,0.0697,4178,890294,18.04
2005/03/14,218,230,218,229,14,0.0651,9771,2200061,19.21
2005/03/15,228,228,213,220,-9,-0.0393,7937,1732050,18.46
2005/03/16,215,223,207.5,215,-5,-0.0227,8570,1852595,18.04
2005/03/17,208,214,207.5,209,-6,-0.0279,6103,1280720,17.53
2005/03/18,210,223.5,209,223,14,0.067,13212,2863458,18.71
2005/03/21,224.5,233.5,224.5,227.5,4.5,0.0202,11749,2682070,19.09
2005/03/22,227,232,218,224,-3.5,-0.0154,11252,2558720,18.79
2005/03/23,222,228,219.5,227.5,3.5,0.0156,5816,1302144,19.09
2005/03/24,227.5,232.5,222.5,222.5,-5,-0.022,8831,2012727,18.67
2005/03/25,222.5,228,218,228,5.5,0.0247,6870,1539227,19.13
2005/03/28,229.5,231,226,226,-2,-0.0088,4794,1096040,18.96
2005/03/29,225,226,210.5,216,-10,-0.0442,6973,1516083,18.12
2005/03/30,215,217,211.5,214,-2,-0.0093,3855,827356,17.95
2005/03/31,216.5,228,216,228,14,0.0654,11552,2565508,19.13
2005/04/01,228,232,223,230,2,0.0088,9746,2226422,19.3
2005/04/04,228,240,226.5,234.5,4.5,0.0196,11691,2733132,19.67
2005/04/06,233,234,228.5,229,-5.5,-0.0235,4743,1096949,19.21
2005/04/07,230.5,233,226,229,0,0,4007,921839,19.21
2005/04/08,228,233.5,226.5,233.5,4.5,0.0197,3557,818730,19.59
2005/04/11,233.5,238,228,230,-3.5,-0.015,3772,880272,19.3
2005/04/12,228,230.5,219.5,225,-5,-0.0217,6196,1383446,18.88
2005/04/13,226,228,221,224.5,-0.5,-0.0022,5653,1272970,18.83
2005/04/14,222,228.5,221,223.5,-1,-0.0045,7849,1766109,18.75
2005/04/15,221,227,220.5,220.5,-3,-0.0134,6097,1362987,18.5
2005/04/18,216,218,209.5,210.5,-10,-0.0454,5222,1113967,17.66
2005/04/19,214.5,220.5,212,218,7.5,0.0356,7584,1639286,18.29
2005/04/20,221,224.5,203,205,-13,-0.0596,12812,2745539,17.2
2005/04/21,200,207,195,201.5,-3.5,-0.0171,9557,1930527,16.9
2005/04/22,205.5,210.5,205.5,206,4.5,0.0223,9233,1918915,17.28
2005/04/25,206.5,214,205.5,211.5,5.5,0.0267,5792,1217634,17.74
2005/04/26,215,215,210.5,212,0.5,0.0024,3971,842974,17.79
2005/04/27,212,215.5,211,211,-1,-0.0047,5492,1172230,17.7
2005/04/28,212,219.5,211.5,219.5,8.5,0.0403,7974,1723360,18.41
2005/04/29,218,221.5,217.5,219.5,0,0,4902,1074677,18.41
2005/05/03,234.5,234.5,234.5,234.5,15,0.0683,2610,612137,19.67
2005/05/04,250.5,250.5,242.5,246,11.5,0.049,14426,3564818,20.64
2005/05/05,251,259,249,253,7,0.0285,12331,3119678,21.22
2005/05/06,252,265,250,262.5,9.5,0.0375,11879,3069784,15.38
2005/05/09,264,268.5,258.5,268,5.5,0.021,7742,2040970,15.7
2005/05/10,268,271.5,264,270,2,0.0075,6778,1815430,15.82
2005/05/11,270,285,268,280,10,0.037,13662,3781510,16.4
2005/05/12,280,282.5,272.5,275,-5,-0.0179,8144,2264691,16.11
2005/05/13,278,286,269,273,-2,-0.0073,13905,3880274,15.99
2005/05/16,273,276.5,270,271,-2,-0.0073,4642,1269053,15.88
2005/05/17,274,278,271,271,0,0,6845,1879144,15.88
2005/05/18,274,277,271,277,6,0.0221,5813,1596359,16.23
2005/05/19,282.5,284.5,277,280,3,0.0108,8614,2422418,16.4
2005/05/20,279.5,288,279,280,0,0,11830,3351581,16.4
2005/05/23,280.5,282,272,272.5,-7.5,-0.0268,5115,1410306,15.96
2005/05/24,272.5,272.5,265,265,-7.5,-0.0275,6016,1611191,15.52
2005/05/25,265,268,256.5,262,-3,-0.0113,7385,1940924,15.35
2005/05/26,262.5,266.5,261,266,4,0.0153,4911,1297953,15.58
2005/05/27,268,269.5,266,267.5,1.5,0.0056,7675,2056475,15.67
2005/05/30,269,276,266.5,275.5,8,0.0299,7205,1965178,16.14
2005/05/31,274.5,277.5,272,277.5,2,0.0073,5704,1570987,16.26
2005/06/01,276.5,277.5,268.5,270,-7.5,-0.027,9850,2671242,15.82
2005/06/02,272,272.5,262,263.5,-6.5,-0.0241,7410,1976994,16.14
2005/06/03,263.5,271.5,263.5,264,0.5,0.0019,5999,1604120,16.17
2005/06/06,260.5,266.5,260.5,261.5,-2.5,-0.0095,3146,829505,16.01
2005/06/07,261.5,264,259.5,262,0.5,0.0019,2811,737459,16.04
2005/06/08,264,271,264,269,7,0.0267,5281,1418488,16.47
2005/06/09,271,277.5,271,272.5,3.5,0.013,7848,2154276,16.69
2005/06/10,276,281,275,279,6.5,0.0239,7904,2198960,17.09
2005/06/13,283,283,276,281.5,2.5,0.009,4593,1284619,17.24
2005/06/14,283,285,273,273.5,-8,-0.0284,6189,1732263,16.75
